Rank,Full Journal Title,Total Cites,Journal Impact Factor,Eigenfactor Score
40,Annual Review of Plant Biology,"16,767",22.131,0.01975
41,ACCOUNTS OF CHEMICAL RESEARCH,"58,876",22.003,0.12338
42,Annual Review of Biochemistry,"19,244",21.407,0.03506
43,LANCET INFECTIOUS DISEASES,"14,964",21.372,0.05325
44,JOURNAL OF CLINICAL ONCOLOGY,"141,362",20.982,0.32487
45,BEHAVIORAL AND BRAIN SCIENCES,"7,873",20.415,0.01286
45,BEHAVIORAL AND BRAIN SCIENCES,"7,873",20.415,0.01286
47,World Psychiatry,"2,410",20.205,0.00686
47,World Psychiatry,"2,410",20.205,0.00686
49,Cancer Discovery,"6,602",19.783,0.04706
50,BMJ-British Medical Journal,"93,118",19.697,0.16204
51,NATURE IMMUNOLOGY,"36,446",19.381,0.11357
52,Living Reviews in Solar Physics,926,19.333,0.00472
53,Psychological Science in the Public Interest,858,19.286,0.00304
54,Annual Review of Psychology,"14,292",19.085,0.0199
54,Annual Review of Psychology,"14,292",19.085,0.0199
56,ADVANCED MATERIALS,"141,386",18.96,0.32616
57,Nature Physics,"24,452",18.791,0.12981
58,Nature Reviews Clinical Oncology,"5,447",18.786,0.02806
59,NATURE CELL BIOLOGY,"35,807",18.699,0.1044
60,Nature Reviews Neurology,"5,336",18.418,0.02762
61,PHARMACOLOGICAL REVIEWS,"11,737",18.393,0.01781
62,GASTROENTEROLOGY,"67,726",18.187,0.13172
63,ADVANCES IN PHYSICS,"5,030",18,0.00594
64,TRENDS IN COGNITIVE SCIENCES,"21,382",17.85,0.04719
64,TRENDS IN COGNITIVE SCIENCES,"21,382",17.85,0.04719
66,Materials Today,"6,389",17.793,0.015
67,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,"84,932",17.759,0.2146
68,Cell Metabolism,"21,343",17.303,0.08861
69,CIRCULATION,"155,582",17.202,0.2692
70,Nature Climate Change,"9,526",17.184,0.06751
70,Nature Climate Change,"9,526",17.184,0.06751
72,PROGRESS IN ENERGY AND COMBUSTION SCIENCE,"7,884",16.784,0.01243
73,TRENDS IN ECOLOGY & EVOLUTION,"30,421",16.735,0.04868
74,NATURE NEUROSCIENCE,"51,112",16.724,0.15468
75,ANNALS OF INTERNAL MEDICINE,"49,618",16.593,0.09583
76,Annual Review of Condensed Matter Physics,"1,486",16.379,0.01324
77,Lancet Diabetes & Endocrinology,"2,026",16.32,0.01129
78,Science Translational Medicine,"17,066",16.264,0.11489
79,PHYSICS REPORTS-REVIEW SECTION OF PHYSICS LETTERS,"22,898",16.24,0.03042
80,CLINICAL MICROBIOLOGY REVIEWS,"14,832",16.187,0.02008
81,Annual Review of Physiology,"8,496",15.754,0.01536
82,ADVANCED DRUG DELIVERY REVIEWS,"29,225",15.606,0.04152
83,Nature Reviews Endocrinology,"4,758",15.432,0.02257
84,Lancet Respiratory Medicine,"2,343",15.328,0.012
85,Advanced Energy Materials,"15,724",15.23,0.05752
86,EUROPEAN HEART JOURNAL,"43,381",15.064,0.12961
87,EUROPEAN UROLOGY,"23,702",14.976,0.06458
88,GUT,"35,914",14.921,0.06497
89,ENDOCRINE REVIEWS,"12,433",14.898,0.01261
90,PSYCHOLOGICAL BULLETIN,"39,345",14.839,0.03204
90,PSYCHOLOGICAL BULLETIN,"39,345",14.839,0.03204
92,CELL RESEARCH,"10,393",14.812,0.03585
93,Annual Review of Pharmacology and Toxicology,"7,434",14.769,0.01087
94,Lancet Global Health,"1,379",14.722,0.00842
94,Lancet Global Health,"1,379",14.722,0.00842
96,Nature Reviews Gastroenterology & Hepatology,"4,337",14.435,0.02021
97,JAMA Psychiatry,"4,034",14.417,0.02158
97,JAMA Psychiatry,"4,034",14.417,0.02158
99,Applied Physics Reviews,458,14.31,0.00283
100,Annual Review of Neuroscience,"13,125",14.265,0.02068
101,MICROBIOLOGY AND MOLECULAR BIOLOGY REVIEWS,"10,208",14.167,0.01465
102,JAMA Internal Medicine,"5,590",14,0.03969
103,NEURON,"78,507",13.974,0.22223
104,MOLECULAR CELL,"53,714",13.958,0.19256
105,STUDIES IN MYCOLOGY,"1,932",13.889,0.00356
106,NANO LETTERS,"129,399",13.779,0.36714
107,FEMS MICROBIOLOGY REVIEWS,"9,277",13.687,0.01833
108,MOLECULAR BIOLOGY AND EVOLUTION,"38,486",13.649,0.10331
109,Light-Science & Applications,"1,724",13.6,0.00766
110,PLOS MEDICINE,"20,499",13.585,0.0619
111,Annual Review of Entomology,"10,622",13.534,0.01072
112,Annual Review of Physical Chemistry,"8,077",13.527,0.01405
113,AMERICAN JOURNAL OF PSYCHIATRY,"41,752",13.505,0.04654
113,AMERICAN JOURNAL OF PSYCHIATRY,"41,752",13.505,0.04654
115,NATURE STRUCTURAL & MOLECULAR BIOLOGY,"25,671",13.338,0.10397
116,ACS Nano,"97,676",13.334,0.35682
117,MOLECULAR PSYCHIATRY,"15,797",13.314,0.0444
118,Annual Review of Marine Science,"2,559",13.214,0.01388
119,PROGRESS IN NEUROBIOLOGY,"11,877",13.177,0.02031
120,Nano Today,"5,428",13.157,0.01505
121,AMERICAN JOURNAL OF RESPIRATORY AND CRITICAL CARE MEDICINE,"53,045",13.118,0.09232
122,JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,"504,778",13.038,0.79464
123,COORDINATION CHEMISTRY REVIEWS,"29,743",12.994,0.03638
124,REPORTS ON PROGRESS IN PHYSICS,"12,755",12.933,0.03344
125,TRENDS IN BIOCHEMICAL SCIENCES,"15,491",12.81,0.03187
126,Annual Review of Cell and Developmental Biology,"8,992",12.755,0.02057
127,Nature Chemical Biology,"15,361",12.709,0.06084
128,Advances in Organometallic Chemistry,829,12.625,0.00058
129,JOURNAL OF CLINICAL INVESTIGATION,"101,063",12.575,0.18475
130,Cell Host & Microbe,"10,638",12.552,0.05215
131,Nature Geoscience,"14,574",12.508,0.08446
132,TRENDS IN NEUROSCIENCES,"18,656",12.504,0.03012
133,JOURNAL OF ALLERGY AND CLINICAL IMMUNOLOGY,"41,392",12.485,0.08527
134,ANNALS OF THE RHEUMATIC DISEASES,"35,393",12.384,0.07572
135,Advances in Optics and Photonics,"1,072",12.368,0.00365
136,Annual Review of Fluid Mechanics,"8,878",12.333,0.01516
137,Annual Review of Genetics,"7,166",12.235,0.01708
138,Annual Review of Clinical Psychology,"3,653",12.214,0.01096
138,Annual Review of Clinical Psychology,"3,653",12.214,0.01096
140,JOURNAL OF PHOTOCHEMISTRY AND PHOTOBIOLOGY C-PHOTOCHEMISTRY REVIEWS,"2,927",12.162,0.00442
141,ASTRONOMY AND ASTROPHYSICS REVIEW,"1,315",12.136,0.00577
142,LEUKEMIA,"22,423",12.104,0.063
143,TRENDS IN BIOTECHNOLOGY,"11,974",12.065,0.01921
144,BLOOD,"158,083",11.847,0.35064
145,TRENDS IN PHARMACOLOGICAL SCIENCES,"10,682",11.84,0.01878
146,HEPATOLOGY,"60,117",11.711,0.11684
147,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,"263,526",11.709,0.55112
148,Annual Review of Biophysics,"2,310",11.625,0.01228
149,Alzheimers & Dementia,"7,019",11.619,0.02775
150,Nano Energy,"6,968",11.553,0.01793
151,CIRCULATION RESEARCH,"47,491",11.551,0.08503
152,TRENDS IN CELL BIOLOGY,"11,479",11.532,0.03244
153,REVIEWS OF GEOPHYSICS,"8,280",11.444,0.01154
154,TRENDS IN IMMUNOLOGY,"9,274",11.433,0.02451
155,ADVANCED FUNCTIONAL MATERIALS,"58,245",11.382,0.14164
156,JNCI-Journal of the National Cancer Institute,"37,074",11.37,0.06317
157,ACTA NEUROPATHOLOGICA,"14,701",11.36,0.03692
158,GENOME RESEARCH,"34,396",11.351,0.12365
159,Nature Communications,"75,139",11.329,0.47684
160,GENOME BIOLOGY,"25,081",11.313,0.08666
161,ASTROPHYSICAL JOURNAL SUPPLEMENT SERIES,"24,953",11.257,0.07134
162,JOURNAL OF EXPERIMENTAL MEDICINE,"62,854",11.24,0.10524
163,PROGRESS IN LIPID RESEARCH,"4,814",11.238,0.00848
164,BIOLOGICAL PSYCHIATRY,"42,289",11.212,0.07406
165,HUMAN REPRODUCTION UPDATE,"7,239",11.194,0.0163
166,PHARMACOLOGY & THERAPEUTICS,"12,238",11,0.02061
167,NATURAL PRODUCT REPORTS,"8,755",10.986,0.01825
168,Annual Review of Medicine,"5,666",10.954,0.01228
169,TRENDS IN PLANT SCIENCE,"17,092",10.899,0.02973
170,MOLECULAR ASPECTS OF MEDICINE,"4,178",10.86,0.01072
171,AMERICAN JOURNAL OF HUMAN GENETICS,"34,628",10.794,0.08002
172,ECOLOGY LETTERS,"25,887",10.772,0.06574
173,BIOLOGICAL REVIEWS,"8,895",10.725,0.01852
174,JOURNAL OF HEPATOLOGY,"30,983",10.59,0.0757
175,MMWR-MORBIDITY AND MORTALITY WEEKLY REPORT,"20,918",10.588,0.08156
176,Molecular Systems Biology,"7,682",10.581,0.03622
177,Annual Review of Microbiology,"9,267",10.536,0.01422
178,Nature Reviews Cardiology,"3,360",10.533,0.0176
179,Nature Reviews Rheumatology,"4,314",10.531,0.01997
180,Annual Review of Materials Research,"6,356",10.39,0.01108
181,AMERICAN JOURNAL OF GASTROENTEROLOGY,"31,432",10.383,0.05552
182,Annual Review of Biomedical Engineering,"3,823",10.256,0.00645
183,Annual Review of Public Health,"4,631",10.24,0.00726
183,Annual Review of Public Health,"4,631",10.24,0.00726
185,Wiley Interdisciplinary Reviews-Computational Molecular Science,"2,560",10.234,0.01172
186,INTENSIVE CARE MEDICINE,"18,130",10.125,0.03398
187,BRAIN,"46,207",10.103,0.08378
188,GENES & DEVELOPMENT,"57,109",10.042,0.11712
189,SEMINARS IN CANCER BIOLOGY,"5,600",9.955,0.01287
190,TRENDS IN GENETICS,"10,789",9.858,0.02401
191,BIOTECHNOLOGY ADVANCES,"12,195",9.848,0.02457
192,Academy of Management Annals,"1,530",9.741,0.00834
193,Nature Protocols,"28,066",9.646,0.06855
194,EMBO JOURNAL,"68,016",9.643,0.10694
195,ANNALS OF NEUROLOGY,"32,995",9.638,0.05944
196,2D Materials,514,9.611,0.0028
197,EMBO Molecular Medicine,"4,471",9.547,0.02319
198,IMMUNOLOGICAL REVIEWS,"13,384",9.542,0.03688
199,JAMA Pediatrics,"2,548",9.528,0.01566
200,TRENDS IN MICROBIOLOGY,"9,700",9.5,0.02025
201,PROGRESS IN PARTICLE AND NUCLEAR PHYSICS,"2,608",9.472,0.00632
202,Nature Reviews Nephrology,"2,897",9.463,0.01483
203,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,"593,284",9.423,1.32197
204,CHEMISTRY OF MATERIALS,"88,075",9.407,0.12673
205,PROGRESS IN RETINAL AND EYE RESEARCH,"4,591",9.394,0.00988
206,Annual Review of Ecology Evolution and Systematics,"17,547",9.352,0.01258
207,MASS SPECTROMETRY REVIEWS,"3,994",9.346,0.00551
208,DEVELOPMENTAL CELL,"24,023",9.338,0.08333
209,EPIDEMIOLOGIC REVIEWS,"3,157",9.333,0.00394
210,ISME Journal,"13,569",9.328,0.05584
211,JOURNAL OF PINEAL RESEARCH,"6,914",9.314,0.00779
212,Annual Review of Phytopathology,"6,396",9.308,0.00701
213,ACS Catalysis,"15,646",9.307,0.05187
214,TRENDS IN MOLECULAR MEDICINE,"7,703",9.292,0.02048
215,ANNALS OF ONCOLOGY,"30,516",9.269,0.09395
216,IEEE Communications Surveys and Tutorials,"4,172",9.22,0.02037
217,NUCLEIC ACIDS RESEARCH,"143,465",9.202,0.36384
218,Cold Spring Harbor Perspectives in Biology,"9,184",9.173,0.05855
219,Chemical Science,"20,983",9.144,0.08893
220,MEDICINAL RESEARCH REVIEWS,"3,710",9.135,0.00536
221,Autophagy,"10,957",9.108,0.03599
222,Materials Horizons,917,9.095,0.00306
223,ACTA NUMERICA,"1,498",9,0.00413
223,Microbiome,698,9,0.00412
225,CURRENT BIOLOGY,"49,471",8.983,0.14179
226,Health Psychology Review,841,8.976,0.00303
227,TRENDS IN ENDOCRINOLOGY AND METABOLISM,"6,826",8.964,0.01934
228,ARTHRITIS AND RHEUMATISM,"45,624",8.955,0.06752
229,DIABETES CARE,"60,339",8.934,0.11691
230,Nano Research,"7,188",8.893,0.01987
231,CRITICAL REVIEWS IN BIOCHEMISTRY AND MOLECULAR BIOLOGY,"3,222",8.867,0.00784
232,Theranostics,"2,813",8.854,0.00959
233,FRONTIERS IN NEUROENDOCRINOLOGY,"3,407",8.852,0.00725
234,CURRENT OPINION IN CELL BIOLOGY,"13,034",8.851,0.03184
235,Geochemical Perspectives,115,8.8,0.0008
236,DIABETES,"51,024",8.784,0.08671
237,NPG Asia Materials,"1,806",8.772,0.00765
238,GONDWANA RESEARCH,"8,546",8.743,0.02392
239,CLINICAL CANCER RESEARCH,"74,312",8.738,0.15288
240,CLINICAL INFECTIOUS DISEASES,"53,258",8.736,0.12301
241,JOURNAL OF CELL BIOLOGY,"67,778",8.717,0.10969
242,Physical Review X,"4,168",8.701,0.03301
243,PLOS BIOLOGY,"25,871",8.668,0.07936
244,Particle and Fibre Toxicology,"3,245",8.649,0.00914
245,Physics of Life Reviews,"1,124",8.615,0.00274
246,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS,"18,522",8.58,0.04521
247,ANNALS OF SURGERY,"43,775",8.569,0.07291
248,CANCER RESEARCH,"139,464",8.556,0.18076
249,Journal of Physical Chemistry Letters,"26,225",8.539,0.11865
250,PLANT CELL,"47,208",8.538,0.07512
251,FISH AND FISHERIES,"2,902",8.521,0.00705
252,GREEN CHEMISTRY,"28,472",8.506,0.05331
253,FRONTIERS IN ECOLOGY AND THE ENVIRONMENT,"7,340",8.504,0.01876
254,JOURNAL OF THE AMERICAN SOCIETY OF NEPHROLOGY,"32,376",8.491,0.05653
255,AUTOIMMUNITY REVIEWS,"6,972",8.49,0.01848
256,SEMINARS IN IMMUNOLOGY,"3,951",8.461,0.0111
257,GLOBAL CHANGE BIOLOGY,"28,320",8.444,0.07679
258,ENVIRONMENTAL HEALTH PERSPECTIVES,"34,909",8.443,0.05355
259,BRIEFINGS IN BIOINFORMATICS,"3,898",8.399,0.01405
260,BIOMATERIALS,"95,025",8.387,0.14853
261,Lancet HIV,209,8.364,0.00075
262,Annual Review of Genomics and Human Genetics,"2,431",8.347,0.00701
263,EUROPEAN RESPIRATORY JOURNAL,"30,252",8.332,0.05287
264,APPLIED CATALYSIS B-ENVIRONMENTAL,"40,175",8.328,0.05714
265,Small,"30,275",8.315,0.07724
266,CURRENT OPINION IN BIOTECHNOLOGY,"12,429",8.314,0.02597
267,Earth System Science Data,703,8.286,0.00546
268,CEREBRAL CORTEX,"26,911",8.285,0.06806
269,eLife,"7,951",8.282,0.06843
270,Journal of Materials Chemistry A,"41,927",8.262,0.109
271,JAMA Neurology,"3,176",8.23,0.01718
272,SYSTEMATIC BIOLOGY,"13,741",8.225,0.03201
273,CELL DEATH AND DIFFERENTIATION,"16,945",8.218,0.03561
274,METABOLIC ENGINEERING,"5,218",8.201,0.01259
275,CRITICAL REVIEWS IN MICROBIOLOGY,"2,001",8.192,0.00372
276,NEUROLOGY,"76,804",8.166,0.11813
277,CLINICAL PSYCHOLOGY REVIEW,"11,509",8.146,0.02313
278,LAND DEGRADATION & DEVELOPMENT,"2,873",8.145,0.00473
279,THORAX,"19,740",8.121,0.03302
280,ECOLOGICAL MONOGRAPHS,"9,501",8.037,0.00892
281,BMC Medicine,"7,331",8.005,0.03115
282,Annual Review of Analytical Chemistry,"1,742",8,0.00467
282,National Science Review,239,8,0.00142
284,CANCER TREATMENT REVIEWS,"6,110",7.983,0.01469
285,DRUG RESISTANCE UPDATES,"2,222",7.95,0.00394
286,ONCOGENE,"64,269",7.932,0.09417
287,BULLETIN OF THE AMERICAN METEOROLOGICAL SOCIETY,"16,505",7.929,0.03778
288,INTERNATIONAL MATERIALS REVIEWS,"3,211",7.914,0.00442
289,Nanotoxicology,"3,466",7.913,0.0095
290,Journal of Cachexia Sarcopenia and Muscle,901,7.883,0.00303
291,Cell Reports,"12,553",7.87,0.10216
292,BIOCHIMICA ET BIOPHYSICA ACTA-REVIEWS ON CANCER,"4,583",7.841,0.01051
293,JACC-Cardiovascular Imaging,"5,248",7.815,0.02352
294,ADVANCES IN COLLOID AND INTERFACE SCIENCE,"10,115",7.813,0.01449
295,Annual Review of Earth and Planetary Sciences,"6,179",7.81,0.01155
296,JOURNAL OF INTERNAL MEDICINE,"9,090",7.803,0.01752
297,JOURNAL OF AUTOIMMUNITY,"4,998",7.76,0.01344
297,Nanoscale,"46,621",7.76,0.14598
299,SCHIZOPHRENIA BULLETIN,"14,839",7.757,0.02869
299,SCHIZOPHRENIA BULLETIN,"14,839",7.757,0.02869
301,EMBO REPORTS,"11,203",7.739,0.03029
302,GENETICS IN MEDICINE,"6,267",7.71,0.0254
303,KIDNEY INTERNATIONAL,"38,159",7.683,0.05164
304,Clinical Gastroenterology and Hepatology,"13,269",7.68,0.0383
305,Perspectives on Psychological Science,"5,279",7.658,0.02589
306,PHYSICAL REVIEW LETTERS,"394,146",7.645,0.81887
307,OncoImmunology,"2,835",7.644,0.01168
308,CURRENT OPINION IN CHEMICAL BIOLOGY,"9,752",7.643,0.02307
309,PSYCHOTHERAPY AND PSYCHOSOMATICS,"2,808",7.632,0.00463
309,PSYCHOTHERAPY AND PSYCHOSOMATICS,"2,808",7.632,0.00463
311,JACC-Cardiovascular Interventions,"6,159",7.63,0.03019
312,PSYCHOLOGICAL REVIEW,"23,958",7.581,0.01563
312,PSYCHOLOGICAL REVIEW,"23,958",7.581,0.01563
314,PROGRESS IN SURFACE SCIENCE,"1,864",7.579,0.00176
315,PERSONALITY AND SOCIAL PSYCHOLOGY REVIEW,"4,486",7.571,0.00917
316,AGEING RESEARCH REVIEWS,"3,482",7.526,0.00992
316,CATALYSIS REVIEWS-SCIENCE AND ENGINEERING,"3,062",7.526,0.00156
318,INTERNATIONAL JOURNAL OF EPIDEMIOLOGY,"17,957",7.522,0.04187
319,CRITICAL REVIEWS IN BIOTECHNOLOGY,"2,083",7.51,0.0032
319,Obesity Reviews,"8,237",7.51,0.02505
321,JOURNAL OF HEART AND LUNG TRANSPLANTATION,"8,788",7.509,0.02545
322,Annual Review of Nuclear and Particle Science,"2,343",7.5,0.00609
323,TRAC-TRENDS IN ANALYTICAL CHEMISTRY,"10,376",7.487,0.01821
324,Laser & Photonics Reviews,"3,381",7.486,0.01427
325,BIOSENSORS & BIOELECTRONICS,"37,000",7.476,0.06121
326,GigaScience,636,7.463,0.00431
327,CLINICAL CHEMISTRY,"27,007",7.457,0.02856
328,JOURNAL OF CONTROLLED RELEASE,"38,589",7.441,0.0567
329,CRITICAL CARE MEDICINE,"36,267",7.422,0.06177
330,ALDRICHIMICA ACTA,"1,059",7.417,0.00212
331,JOURNAL OF PATHOLOGY,"15,687",7.381,0.0305
332,NEURO-ONCOLOGY,"7,364",7.371,0.02475
333,PROGRESS IN PHOTOVOLTAICS,"7,802",7.365,0.01702
334,Science Signaling,"8,469",7.359,0.0439
335,JOURNAL OF CATALYSIS,"41,651",7.354,0.03438
336,SLEEP MEDICINE REVIEWS,"4,392",7.341,0.01033
337,NEUROSCIENTIST,"4,096",7.295,0.01008
337,TRENDS IN PARASITOLOGY,"5,620",7.295,0.0128
339,ACADEMY OF MANAGEMENT REVIEW,"22,261",7.288,0.01319
340,CLINICAL PHARMACOLOGY & THERAPEUTICS,"14,125",7.268,0.02893
341,SPACE SCIENCE REVIEWS,"8,644",7.242,0.02439
342,PROGRESS IN NUCLEAR MAGNETIC RESONANCE SPECTROSCOPY,"2,197",7.231,0.0042
343,QUARTERLY REVIEWS OF BIOPHYSICS,"2,250",7.222,0.00358
344,JACC-Heart Failure,"1,101",7.218,0.00553
345,NEW PHYTOLOGIST,"36,941",7.21,0.0698
346,JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY,"18,227",7.182,0.02318
346,JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY,"18,227",7.182,0.02318
348,ACS Applied Materials & Interfaces,"54,997",7.145,0.14766
349,Molecular Plant,"5,016",7.142,0.01795
350,CURRENT OPINION IN IMMUNOLOGY,"8,781",7.126,0.02364
350,Conservation Letters,"2,229",7.126,0.01017
352,ChemSusChem,"13,420",7.116,0.03729
353,EUROPEAN JOURNAL OF EPIDEMIOLOGY,"5,789",7.105,0.01527
354,ANTIOXIDANTS & REDOX SIGNALING,"17,009",7.093,0.04543
355,Advances in Immunology,"2,328",7.064,0.00546
356,BRITISH JOURNAL OF PSYCHIATRY,"22,682",7.06,0.02504
356,BRITISH JOURNAL OF PSYCHIATRY,"22,682",7.06,0.02504
358,Kidney International Supplements,"1,063",7.026,0.00631
359,Stem Cell Reports,"1,806",7.023,0.01173
360,PLoS Pathogens,"33,136",7.003,0.1427
361,EMERGING INFECTIOUS DISEASES,"25,266",6.994,0.06228
362,EARTH-SCIENCE REVIEWS,"10,016",6.991,0.02155
362,FUNGAL DIVERSITY,"2,972",6.991,0.00687
364,mBio,"7,076",6.975,0.03955
365,BMC BIOLOGY,"3,908",6.967,0.01604
366,Annual Review of Food Science and Technology,862,6.95,0.00341
367,MOLECULAR THERAPY,"14,136",6.938,0.03571
368,PROGRESS IN QUANTUM ELECTRONICS,913,6.923,0.00141
369,JOURNAL OF INVESTIGATIVE DERMATOLOGY,"25,788",6.915,0.04311
370,Circulation-Heart Failure,"4,568",6.833,0.02305
371,RADIOLOGY,"48,521",6.798,0.07237
371,RENEWABLE & SUSTAINABLE ENERGY REVIEWS,"30,596",6.798,0.07459
373,Annual Review of Nutrition,"4,677",6.784,0.00457
374,CURRENT OPINION IN PLANT BIOLOGY,"11,242",6.78,0.02165
375,OPHTHALMOLOGY,"31,586",6.75,0.05927
376,ORGANIC LETTERS,"93,278",6.732,0.17062
377,BRITISH JOURNAL OF SPORTS MEDICINE,"13,384",6.724,0.02717
377,CANADIAN MEDICAL ASSOCIATION JOURNAL,"12,420",6.724,0.02294
379,PSYCHOLOGICAL INQUIRY,"3,164",6.714,0.00304
380,CURRENT OPINION IN STRUCTURAL BIOLOGY,"10,167",6.713,0.02637
381,AMERICAN JOURNAL OF CLINICAL NUTRITION,"53,346",6.703,0.06496
382,IEEE TRANSACTIONS ON FUZZY SYSTEMS,"9,220",6.701,0.01352
383,HAEMATOLOGICA,"14,110",6.671,0.04175
383,IEEE SIGNAL PROCESSING MAGAZINE,"6,140",6.671,0.01862
385,Cancer Immunology Research,"1,414",6.665,0.00768
386,PLoS Genetics,"35,832",6.661,0.19127
387,ARCHIVES OF TOXICOLOGY,"6,827",6.637,0.01222
388,BLOOD REVIEWS,"2,200",6.627,0.00498
389,Journal of the American Medical Directors Association,"4,519",6.616,0.01162
390,JOURNAL OF CHILD PSYCHOLOGY AND PSYCHIATRY,"16,111",6.615,0.02469
390,JOURNAL OF CHILD PSYCHOLOGY AND PSYCHIATRY,"16,111",6.615,0.02469
392,JOURNAL OF ECONOMIC LITERATURE,"6,360",6.614,0.02172
393,Journal of Crohns & Colitis,"3,850",6.585,0.01517
394,CYTOKINE & GROWTH FACTOR REVIEWS,"5,027",6.571,0.00849
395,CHEMICAL COMMUNICATIONS,"175,661",6.567,0.3682
396,PHYSIOLOGY,"2,856",6.541,0.00711
397,Molecular Neurodegeneration,"2,312",6.51,0.00933
398,AMERICAN JOURNAL OF BIOETHICS,"1,662",6.5,0.00419
398,AMERICAN JOURNAL OF BIOETHICS,"1,662",6.5,0.00419
400,Journal of Molecular Cell Biology,"1,353",6.459,0.00606
401,ADVANCED SYNTHESIS & CATALYSIS,"20,960",6.453,0.04229
402,PROGRESS IN SOLID STATE CHEMISTRY,"1,844",6.45,0.00131
403,Biotechnology for Biofuels,"4,521",6.444,0.01536
404,JOURNAL OF NEUROLOGY NEUROSURGERY AND PSYCHIATRY,"26,259",6.431,0.03284
405,Journal of Advances in Modeling Earth Systems,"1,297",6.417,0.00882
406,NEUROPSYCHOPHARMACOLOGY,"22,869",6.399,0.04998
407,Seminars in Immunopathology,"2,104",6.394,0.0084
408,IEEE TRANSACTIONS ON INDUSTRIAL ELECTRONICS,"27,005",6.383,0.07106
409,CURRENT OPINION IN NEUROBIOLOGY,"13,090",6.373,0.03549
410,Comprehensive Physiology,"1,693",6.364,0.00907
411,HYPERTENSION,"34,532",6.35,0.05529
412,JOURNAL OF INFECTIOUS DISEASES,"45,523",6.344,0.09482
412,Methods in Ecology and Evolution,"4,429",6.344,0.026
414,ALLERGY,"13,752",6.335,0.02405
415,JOURNAL OF POWER SOURCES,"90,839",6.333,0.13272
416,TOBACCO CONTROL,"6,340",6.321,0.0192
416,TOBACCO CONTROL,"6,340",6.321,0.0192
418,ALIMENTARY PHARMACOLOGY & THERAPEUTICS,"16,613",6.32,0.03392
419,PLANT PHYSIOLOGY,"72,103",6.28,0.07967
420,AMERICAN JOURNAL OF KIDNEY DISEASES,"19,966",6.269,0.03353
421,Journal of Hematology & Oncology,"2,188",6.263,0.00679
422,Journal of the International AIDS Society,"2,080",6.256,0.01129
423,Redox Biology,"1,507",6.235,0.00537
